"","GeoFIPS","GeoName","Region","Year","Quarter","GDP_All","GDP_Pri","GDP_Gov","PI","PCPI","Civ_Pop","Civ_LF","Civ_LFP","Civ_E","Civ_EP","Civ_UE","Civ_UEP","text_gdp","rdate_gdp","dow_gdp","text_pi","rdate_pi","dow_pi","text_ue","rdate_ue","dow_ue"
"1657",9000,"Connecticut",1,2015,3,258424,232082,26343,241352085,67213,"2,875,030   ","1,883,624   ",65.5,"1,783,108   ",62,"100,516   ",5.3,"Gross Domestic Product by State, 3rd quarter 2015","3/2/2016 8:30","Wednesday","State Personal Income: Third Quarter 2015 released December 21st, 2015","12/21/2015 8:30","Monday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT -- SEPTEMBER 2015","10/20/2015 10:00","Tuesday"
"1658",49000,"Utah",7,2015,3,148283,128842,19441,117973671,39289,"2,160,491   ","1,469,290   ",68,"1,418,262   ",65.6,"51,028   ",3.5,"Gross Domestic Product by State, 3rd quarter 2015","3/2/2016 8:30","Wednesday","State Personal Income: Third Quarter 2015 released December 21st, 2015","12/21/2015 8:30","Monday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT -- SEPTEMBER 2015","10/20/2015 10:00","Tuesday"
"1659",5000,"Arkansas",5,2015,3,124370,108873,15497,117369488,39385,"2,302,418   ","1,333,300   ",57.9,"1,267,098   ",55,"66,202   ",5,"Gross Domestic Product by State, 3rd quarter 2015","3/2/2016 8:30","Wednesday","State Personal Income: Third Quarter 2015 released December 21st, 2015","12/21/2015 8:30","Monday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT -- SEPTEMBER 2015","10/20/2015 10:00","Tuesday"
"1660",15000,"Hawaii",8,2015,3,79953,62695,17259,68860997,48047,"1,094,638   ","679,134   ",62,"655,829   ",59.9,"23,305   ",3.4,"Gross Domestic Product by State, 3rd quarter 2015","3/2/2016 8:30","Wednesday","State Personal Income: Third Quarter 2015 released December 21st, 2015","12/21/2015 8:30","Monday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT -- SEPTEMBER 2015","10/20/2015 10:00","Tuesday"
"1661",10000,"Delaware",2,2015,3,68254,61574,6679,45392850,47916,"751,133   ","470,318   ",62.6,"447,370   ",59.6,"22,948   ",4.9,"Gross Domestic Product by State, 3rd quarter 2015","3/2/2016 8:30","Wednesday","State Personal Income: Third Quarter 2015 released December 21st, 2015","12/21/2015 8:30","Monday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT -- SEPTEMBER 2015","10/20/2015 10:00","Tuesday"
"1662",46000,"South Dakota",4,2015,3,47435,42203,5232,38828675,45191,"652,802   ","452,831   ",69.4,"438,980   ",67.2,"13,851   ",3.1,"Gross Domestic Product by State, 3rd quarter 2015","3/2/2016 8:30","Wednesday","State Personal Income: Third Quarter 2015 released December 21st, 2015","12/21/2015 8:30","Monday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT -- SEPTEMBER 2015","10/20/2015 10:00","Tuesday"
"1663",47000,"Tennessee",5,2015,3,317749,280924,36824,280166483,42400,"5,178,185   ","3,054,278   ",59,"2,883,995   ",55.7,"170,283   ",5.6,"Gross Domestic Product by State, 3rd quarter 2015","3/2/2016 8:30","Wednesday","State Personal Income: Third Quarter 2015 released December 21st, 2015","12/21/2015 8:30","Monday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT -- SEPTEMBER 2015","10/20/2015 10:00","Tuesday"
"1664",27000,"Minnesota",4,2015,3,334060,301286,32774,278119919,50619,"4,296,338   ","3,015,627   ",70.2,"2,906,544   ",67.7,"109,083   ",3.6,"Gross Domestic Product by State, 3rd quarter 2015","3/2/2016 8:30","Wednesday","State Personal Income: Third Quarter 2015 released December 21st, 2015","12/21/2015 8:30","Monday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT -- SEPTEMBER 2015","10/20/2015 10:00","Tuesday"
"1665",35000,"New Mexico",6,2015,3,92441,70934,21507,80462837,38584,"1,608,285   ","916,233   ",57,"856,297   ",53.2,"59,936   ",6.5,"Gross Domestic Product by State, 3rd quarter 2015","3/2/2016 8:30","Wednesday","State Personal Income: Third Quarter 2015 released December 21st, 2015","12/21/2015 8:30","Monday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT -- SEPTEMBER 2015","10/20/2015 10:00","Tuesday"
"1666",44000,"Rhode Island",1,2015,3,57320,49609,7712,53208732,50358,"855,435   ","553,770   ",64.7,"522,526   ",61.1,"31,244   ",5.6,"Gross Domestic Product by State, 3rd quarter 2015","3/2/2016 8:30","Wednesday","State Personal Income: Third Quarter 2015 released December 21st, 2015","12/21/2015 8:30","Monday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT -- SEPTEMBER 2015","10/20/2015 10:00","Tuesday"
"1667",20000,"Kansas",4,2015,3,148055,127949,20106,133917661,45970,"2,210,160   ","1,502,001   ",68,"1,441,294   ",65.2,"60,707   ",4,"Gross Domestic Product by State, 3rd quarter 2015","3/2/2016 8:30","Wednesday","State Personal Income: Third Quarter 2015 released December 21st, 2015","12/21/2015 8:30","Monday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT -- SEPTEMBER 2015","10/20/2015 10:00","Tuesday"
"1668",56000,"Wyoming",7,2015,3,38618,32432,6186,32499774,55423,"452,217   ","305,434   ",67.5,"292,374   ",64.7,"13,060   ",4.3,"Gross Domestic Product by State, 3rd quarter 2015","3/2/2016 8:30","Wednesday","State Personal Income: Third Quarter 2015 released December 21st, 2015","12/21/2015 8:30","Monday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT -- SEPTEMBER 2015","10/20/2015 10:00","Tuesday"
"1669",25000,"Massachusetts",1,2015,3,476410,424471,51939,416694116,61277,"5,509,226   ","3,565,289   ",64.7,"3,393,173   ",61.6,"172,116   ",4.8,"Gross Domestic Product by State, 3rd quarter 2015","3/2/2016 8:30","Wednesday","State Personal Income: Third Quarter 2015 released December 21st, 2015","12/21/2015 8:30","Monday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT -- SEPTEMBER 2015","10/20/2015 10:00","Tuesday"
"1670",13000,"Georgia",5,2015,3,500463,437180,63283,417277491,40786,"7,806,827   ","4,762,676   ",61,"4,498,332   ",57.6,"264,344   ",5.6,"Gross Domestic Product by State, 3rd quarter 2015","3/2/2016 8:30","Wednesday","State Personal Income: Third Quarter 2015 released December 21st, 2015","12/21/2015 8:30","Monday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT -- SEPTEMBER 2015","10/20/2015 10:00","Tuesday"
"1671",45000,"South Carolina",5,2015,3,200868,169621,31248,187891080,38304,"3,835,828   ","2,255,239   ",58.8,"2,130,209   ",55.5,"125,030   ",5.5,"Gross Domestic Product by State, 3rd quarter 2015","3/2/2016 8:30","Wednesday","State Personal Income: Third Quarter 2015 released December 21st, 2015","12/21/2015 8:30","Monday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT -- SEPTEMBER 2015","10/20/2015 10:00","Tuesday"
"1672",54000,"West Virginia",5,2015,3,73868,62249,11620,68604696,37208,"1,480,563   ","783,956   ",52.9,"732,456   ",49.5,"51,500   ",6.6,"Gross Domestic Product by State, 3rd quarter 2015","3/2/2016 8:30","Wednesday","State Personal Income: Third Quarter 2015 released December 21st, 2015","12/21/2015 8:30","Monday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT -- SEPTEMBER 2015","10/20/2015 10:00","Tuesday"
"1673",26000,"Michigan",3,2015,3,469872,418663,51210,423582638,42680,"7,880,371   ","4,747,774   ",60.2,"4,505,574   ",57.2,"242,200   ",5.1,"Gross Domestic Product by State, 3rd quarter 2015","3/2/2016 8:30","Wednesday","State Personal Income: Third Quarter 2015 released December 21st, 2015","12/21/2015 8:30","Monday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT -- SEPTEMBER 2015","10/20/2015 10:00","Tuesday"
"1674",50000,"Vermont",1,2015,3,30763,26222,4541,30194460,48233,"515,470   ","343,674   ",66.7,"331,105   ",64.2,"12,569   ",3.7,"Gross Domestic Product by State, 3rd quarter 2015","3/2/2016 8:30","Wednesday","State Personal Income: Third Quarter 2015 released December 21st, 2015","12/21/2015 8:30","Monday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT -- SEPTEMBER 2015","10/20/2015 10:00","Tuesday"
"1675",11000,"District of Columbia",2,2015,3,122603,80102,42501,48316437,71697,"555,717   ","389,712   ",70.1,"363,754   ",65.5,"25,958   ",6.7,"Gross Domestic Product by State, 3rd quarter 2015","3/2/2016 8:30","Wednesday","State Personal Income: Third Quarter 2015 released December 21st, 2015","12/21/2015 8:30","Monday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT -- SEPTEMBER 2015","10/20/2015 10:00","Tuesday"
"1676",19000,"Iowa",4,2015,3,176296,156510,19786,141263994,45189,"2,438,213   ","1,701,273   ",69.8,"1,640,562   ",67.3,"60,711   ",3.6,"Gross Domestic Product by State, 3rd quarter 2015","3/2/2016 8:30","Wednesday","State Personal Income: Third Quarter 2015 released December 21st, 2015","12/21/2015 8:30","Monday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT -- SEPTEMBER 2015","10/20/2015 10:00","Tuesday"
"1677",55000,"Wisconsin",3,2015,3,309675,275536,34139,265405891,45970,"4,559,095   ","3,097,985   ",68,"2,955,993   ",64.8,"141,992   ",4.6,"Gross Domestic Product by State, 3rd quarter 2015","3/2/2016 8:30","Wednesday","State Personal Income: Third Quarter 2015 released December 21st, 2015","12/21/2015 8:30","Monday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT -- SEPTEMBER 2015","10/20/2015 10:00","Tuesday"
"1678",1000,"Alabama",5,2015,3,205292,171958,33334,190124483,39111,"3,807,427   ","2,141,405   ",56.2,"2,011,146   ",52.8,"130,259   ",6.1,"Gross Domestic Product by State, 3rd quarter 2015","3/2/2016 8:30","Wednesday","State Personal Income: Third Quarter 2015 released December 21st, 2015","12/21/2015 8:30","Monday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT -- SEPTEMBER 2015","10/20/2015 10:00","Tuesday"
"1679",36000,"New York",2,2015,3,1460257,1296920,163337,1154011472,58270,"15,852,997   ","9,688,560   ",61.1,"9,206,893   ",58.1,"481,667   ",5,"Gross Domestic Product by State, 3rd quarter 2015","3/2/2016 8:30","Wednesday","State Personal Income: Third Quarter 2015 released December 21st, 2015","12/21/2015 8:30","Monday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT -- SEPTEMBER 2015","10/20/2015 10:00","Tuesday"
"1680",53000,"Washington",8,2015,3,447738,385679,62059,369789332,51468,"5,642,246   ","3,549,067   ",62.9,"3,348,325   ",59.3,"200,742   ",5.7,"Gross Domestic Product by State, 3rd quarter 2015","3/2/2016 8:30","Wednesday","State Personal Income: Third Quarter 2015 released December 21st, 2015","12/21/2015 8:30","Monday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT -- SEPTEMBER 2015","10/20/2015 10:00","Tuesday"
"1681",37000,"North Carolina",5,2015,3,505160,439415,65745,411270431,40894,"7,814,530   ","4,767,622   ",61,"4,498,087   ",57.6,"269,535   ",5.7,"Gross Domestic Product by State, 3rd quarter 2015","3/2/2016 8:30","Wednesday","State Personal Income: Third Quarter 2015 released December 21st, 2015","12/21/2015 8:30","Monday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT -- SEPTEMBER 2015","10/20/2015 10:00","Tuesday"
"1682",29000,"Missouri",4,2015,3,295204,260258,34946,261277967,42925,"4,749,787   ","3,118,917   ",65.7,"2,975,194   ",62.6,"143,723   ",4.6,"Gross Domestic Product by State, 3rd quarter 2015","3/2/2016 8:30","Wednesday","State Personal Income: Third Quarter 2015 released December 21st, 2015","12/21/2015 8:30","Monday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT -- SEPTEMBER 2015","10/20/2015 10:00","Tuesday"
"1683",28000,"Mississippi",5,2015,3,107877,89429,18448,106640030,35635,"2,282,400   ","1,278,276   ",56,"1,196,543   ",52.4,"81,733   ",6.4,"Gross Domestic Product by State, 3rd quarter 2015","3/2/2016 8:30","Wednesday","State Personal Income: Third Quarter 2015 released December 21st, 2015","12/21/2015 8:30","Monday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT -- SEPTEMBER 2015","10/20/2015 10:00","Tuesday"
"1684",1000,"Alabama",5,2005,4,161473,135917,25556,141410560,NA,"3,499,904   ","2,151,993   ",61.5,"2,062,383   ",58.9,"89,610   ",4.2,"Gross State Product, 2005; Revised Gross State Product, 2002-2004","6/6/2006 8:30","Tuesday","State Personal Income: Fourth Quarter 2005 released March 28th, 2006","3/28/2006 8:30","Tuesday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  DECEMBER 2005","1/24/2006 10:00","Tuesday"
"1685",9000,"Connecticut",1,2005,4,212893,191912,20980,178544460,NA,"2,687,028   ","1,809,813   ",67.4,"1,726,867   ",64.3,"82,946   ",4.6,"Gross State Product, 2005; Revised Gross State Product, 2002-2004","6/6/2006 8:30","Tuesday","State Personal Income: Fourth Quarter 2005 released March 28th, 2006","3/28/2006 8:30","Tuesday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  DECEMBER 2005","1/24/2006 10:00","Tuesday"
"1686",2000,"Alaska",8,2005,4,43235,35361,7874,26286912,NA,"485,094   ","347,119   ",71.6,"323,077   ",66.6,"24,042   ",6.9,"Gross State Product, 2005; Revised Gross State Product, 2002-2004","6/6/2006 8:30","Tuesday","State Personal Income: Fourth Quarter 2005 released March 28th, 2006","3/28/2006 8:30","Tuesday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  DECEMBER 2005","1/24/2006 10:00","Tuesday"
"1687",44000,"Rhode Island",1,2005,4,46198,39253,6945,39722268,NA,"837,949   ","569,791   ",68,"540,505   ",64.5,"29,286   ",5.1,"Gross State Product, 2005; Revised Gross State Product, 2002-2004","6/6/2006 8:30","Tuesday","State Personal Income: Fourth Quarter 2005 released March 28th, 2006","3/28/2006 8:30","Tuesday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  DECEMBER 2005","1/24/2006 10:00","Tuesday"
"1688",4000,"Arizona",6,2005,4,234675,205058,29617,196286356,NA,"4,547,225   ","2,926,804   ",64.4,"2,799,677   ",61.6,"127,127   ",4.3,"Gross State Product, 2005; Revised Gross State Product, 2002-2004","6/6/2006 8:30","Tuesday","State Personal Income: Fourth Quarter 2005 released March 28th, 2006","3/28/2006 8:30","Tuesday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  DECEMBER 2005","1/24/2006 10:00","Tuesday"
"1689",21000,"Kentucky",5,2005,4,147365,125831,21534,124197224,NA,"3,226,778   ","2,011,072   ",62.3,"1,889,255   ",58.5,"121,817   ",6.1,"Gross State Product, 2005; Revised Gross State Product, 2002-2004","6/6/2006 8:30","Tuesday","State Personal Income: Fourth Quarter 2005 released March 28th, 2006","3/28/2006 8:30","Tuesday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  DECEMBER 2005","1/24/2006 10:00","Tuesday"
"1690",45000,"South Carolina",5,2005,4,147525,123305,24220,128673572,NA,"3,267,963   ","2,089,248   ",63.9,"1,949,541   ",59.7,"139,707   ",6.7,"Gross State Product, 2005; Revised Gross State Product, 2002-2004","6/6/2006 8:30","Tuesday","State Personal Income: Fourth Quarter 2005 released March 28th, 2006","3/28/2006 8:30","Tuesday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  DECEMBER 2005","1/24/2006 10:00","Tuesday"
"1691",39000,"Ohio",3,2005,4,474435,419470,54965,381653336,NA,"8,843,248   ","5,906,614   ",66.8,"5,575,650   ",63,"330,964   ",5.6,"Gross State Product, 2005; Revised Gross State Product, 2002-2004","6/6/2006 8:30","Tuesday","State Personal Income: Fourth Quarter 2005 released March 28th, 2006","3/28/2006 8:30","Tuesday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  DECEMBER 2005","1/24/2006 10:00","Tuesday"
"1692",54000,"West Virginia",5,2005,4,55008,45621,9386,48954888,NA,"1,437,956   ","798,779   ",55.5,"760,124   ",52.9,"38,655   ",4.8,"Gross State Product, 2005; Revised Gross State Product, 2002-2004","6/6/2006 8:30","Tuesday","State Personal Income: Fourth Quarter 2005 released March 28th, 2006","3/28/2006 8:30","Tuesday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  DECEMBER 2005","1/24/2006 10:00","Tuesday"
"1693",10000,"Delaware",2,2005,4,56950,51723,5227,34172956,NA,"651,324   ","440,221   ",67.6,"422,205   ",64.8,"18,016   ",4.1,"Gross State Product, 2005; Revised Gross State Product, 2002-2004","6/6/2006 8:30","Tuesday","State Personal Income: Fourth Quarter 2005 released March 28th, 2006","3/28/2006 8:30","Tuesday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  DECEMBER 2005","1/24/2006 10:00","Tuesday"
"1694",24000,"Maryland",2,2005,4,271332,218118,53214,247908216,NA,"4,277,029   ","2,940,163   ",68.7,"2,828,403   ",66.1,"111,760   ",3.8,"Gross State Product, 2005; Revised Gross State Product, 2002-2004","6/6/2006 8:30","Tuesday","State Personal Income: Fourth Quarter 2005 released March 28th, 2006","3/28/2006 8:30","Tuesday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  DECEMBER 2005","1/24/2006 10:00","Tuesday"
"1695",29000,"Missouri",4,2005,4,229061,201280,27780,192660116,NA,"4,462,051   ","2,999,143   ",67.2,"2,849,062   ",63.9,"150,081   ",5,"Gross State Product, 2005; Revised Gross State Product, 2002-2004","6/6/2006 8:30","Tuesday","State Personal Income: Fourth Quarter 2005 released March 28th, 2006","3/28/2006 8:30","Tuesday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  DECEMBER 2005","1/24/2006 10:00","Tuesday"
"1696",38000,"North Dakota",4,2005,4,25282,21515,3767,20620140,NA,"492,928   ","357,530   ",72.5,"345,867   ",70.2,"11,663   ",3.3,"Gross State Product, 2005; Revised Gross State Product, 2002-2004","6/6/2006 8:30","Tuesday","State Personal Income: Fourth Quarter 2005 released March 28th, 2006","3/28/2006 8:30","Tuesday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  DECEMBER 2005","1/24/2006 10:00","Tuesday"
"1697",11000,"District of Columbia",2,2005,4,84886,54977,29909,31244948,NA,"468,752   ","313,723   ",66.9,"295,883   ",63.1,"17,840   ",5.7,"Gross State Product, 2005; Revised Gross State Product, 2002-2004","6/6/2006 8:30","Tuesday","State Personal Income: Fourth Quarter 2005 released March 28th, 2006","3/28/2006 8:30","Tuesday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  DECEMBER 2005","1/24/2006 10:00","Tuesday"
"1698",12000,"Florida",5,2005,4,717154,637942,79212,666488832,NA,"14,044,122   ","8,839,363   ",62.9,"8,551,488   ",60.9,"287,875   ",3.3,"Gross State Product, 2005; Revised Gross State Product, 2002-2004","6/6/2006 8:30","Tuesday","State Personal Income: Fourth Quarter 2005 released March 28th, 2006","3/28/2006 8:30","Tuesday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  DECEMBER 2005","1/24/2006 10:00","Tuesday"
"1699",51000,"Virginia",5,2005,4,366230,300358,65872,310392504,NA,"5,749,362   ","3,935,362   ",68.4,"3,805,995   ",66.2,"129,367   ",3.3,"Gross State Product, 2005; Revised Gross State Product, 2002-2004","6/6/2006 8:30","Tuesday","State Personal Income: Fourth Quarter 2005 released March 28th, 2006","3/28/2006 8:30","Tuesday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  DECEMBER 2005","1/24/2006 10:00","Tuesday"
"1700",8000,"Colorado",7,2005,4,225787,196797,28990,183080272,NA,"3,583,738   ","2,585,263   ",72.1,"2,466,802   ",68.8,"118,461   ",4.6,"Gross State Product, 2005; Revised Gross State Product, 2002-2004","6/6/2006 8:30","Tuesday","State Personal Income: Fourth Quarter 2005 released March 28th, 2006","3/28/2006 8:30","Tuesday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  DECEMBER 2005","1/24/2006 10:00","Tuesday"
"1701",48000,"Texas",6,2005,4,1039022,924810,114212,786348096,NA,"16,761,096   ","11,231,763   ",67,"10,639,901   ",63.5,"591,862   ",5.3,"Gross State Product, 2005; Revised Gross State Product, 2002-2004","6/6/2006 8:30","Tuesday","State Personal Income: Fourth Quarter 2005 released March 28th, 2006","3/28/2006 8:30","Tuesday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  DECEMBER 2005","1/24/2006 10:00","Tuesday"
"1702",17000,"Illinois",3,2005,4,595239,533195,62044,485810904,NA,"9,648,009   ","6,435,443   ",66.7,"6,097,983   ",63.2,"337,460   ",5.2,"Gross State Product, 2005; Revised Gross State Product, 2002-2004","6/6/2006 8:30","Tuesday","State Personal Income: Fourth Quarter 2005 released March 28th, 2006","3/28/2006 8:30","Tuesday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  DECEMBER 2005","1/24/2006 10:00","Tuesday"
"1703",13000,"Georgia",5,2005,4,386012,335582,50430,304243292,NA,"6,829,755   ","4,640,818   ",67.9,"4,405,050   ",64.5,"235,768   ",5.1,"Gross State Product, 2005; Revised Gross State Product, 2002-2004","6/6/2006 8:30","Tuesday","State Personal Income: Fourth Quarter 2005 released March 28th, 2006","3/28/2006 8:30","Tuesday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  DECEMBER 2005","1/24/2006 10:00","Tuesday"
"1704",25000,"Massachusetts",1,2005,4,348306,309079,39227,293727816,NA,"5,079,565   ","3,387,813   ",66.7,"3,221,817   ",63.4,"165,996   ",4.9,"Gross State Product, 2005; Revised Gross State Product, 2002-2004","6/6/2006 8:30","Tuesday","State Personal Income: Fourth Quarter 2005 released March 28th, 2006","3/28/2006 8:30","Tuesday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  DECEMBER 2005","1/24/2006 10:00","Tuesday"
"1705",5000,"Arkansas",5,2005,4,92940,81083,11857,79708156,NA,"2,127,798   ","1,362,348   ",64,"1,293,685   ",60.8,"68,663   ",5,"Gross State Product, 2005; Revised Gross State Product, 2002-2004","6/6/2006 8:30","Tuesday","State Personal Income: Fourth Quarter 2005 released March 28th, 2006","3/28/2006 8:30","Tuesday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  DECEMBER 2005","1/24/2006 10:00","Tuesday"
"1706",22000,"Louisiana",5,2005,4,205433,183354,22080,138329284,NA,"3,164,830   ","2,028,451   ",64.1,"1,871,293   ",59.1,"157,158   ",7.7,"Gross State Product, 2005; Revised Gross State Product, 2002-2004","6/6/2006 8:30","Tuesday","State Personal Income: Fourth Quarter 2005 released March 28th, 2006","3/28/2006 8:30","Tuesday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  DECEMBER 2005","1/24/2006 10:00","Tuesday"
"1707",50000,"Vermont",1,2005,4,23852,20464,3388,21754588,NA,"497,626   ","355,255   ",71.4,"342,626   ",68.9,"12,629   ",3.6,"Gross State Product, 2005; Revised Gross State Product, 2002-2004","6/6/2006 8:30","Tuesday","State Personal Income: Fourth Quarter 2005 released March 28th, 2006","3/28/2006 8:30","Tuesday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  DECEMBER 2005","1/24/2006 10:00","Tuesday"
"1708",26000,"Michigan",3,2005,4,395851,350160,45692,333355828,NA,"7,755,832   ","5,085,947   ",65.6,"4,743,436   ",61.2,"342,511   ",6.7,"Gross State Product, 2005; Revised Gross State Product, 2002-2004","6/6/2006 8:30","Tuesday","State Personal Income: Fourth Quarter 2005 released March 28th, 2006","3/28/2006 8:30","Tuesday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  DECEMBER 2005","1/24/2006 10:00","Tuesday"
"1709",6000,"California",8,2005,4,1804388,1583364,221024,1436703060,NA,"26,910,607   ","17,560,317   ",65.3,"16,668,652   ",61.9,"891,665   ",5.1,"Gross State Product, 2005; Revised Gross State Product, 2002-2004","6/6/2006 8:30","Tuesday","State Personal Income: Fourth Quarter 2005 released March 28th, 2006","3/28/2006 8:30","Tuesday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  DECEMBER 2005","1/24/2006 10:00","Tuesday"
"1710",55000,"Wisconsin",3,2005,4,228768,203319,25450,193140808,NA,"4,305,860   ","3,035,981   ",70.5,"2,891,493   ",67.2,"144,488   ",4.8,"Gross State Product, 2005; Revised Gross State Product, 2002-2004","6/6/2006 8:30","Tuesday","State Personal Income: Fourth Quarter 2005 released March 28th, 2006","3/28/2006 8:30","Tuesday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  DECEMBER 2005","1/24/2006 10:00","Tuesday"
"1711",16000,"Idaho",7,2005,4,49228,41882,7346,43795240,NA,"1,070,764   ","740,977   ",69.2,"713,360   ",66.6,"27,617   ",3.7,"Gross State Product, 2005; Revised Gross State Product, 2002-2004","6/6/2006 8:30","Tuesday","State Personal Income: Fourth Quarter 2005 released March 28th, 2006","3/28/2006 8:30","Tuesday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  DECEMBER 2005","1/24/2006 10:00","Tuesday"
"1712",56000,"Wyoming",7,2005,4,29948,26060,3888,21084264,NA,"392,682   ","278,492   ",70.9,"268,841   ",68.5,"9,651   ",3.5,"Gross State Product, 2005; Revised Gross State Product, 2002-2004","6/6/2006 8:30","Tuesday","State Personal Income: Fourth Quarter 2005 released March 28th, 2006","3/28/2006 8:30","Tuesday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  DECEMBER 2005","1/24/2006 10:00","Tuesday"
"1713",35000,"New Mexico",6,2005,4,76033,58525,17508,57377860,NA,"1,450,277   ","921,710   ",63.6,"880,769   ",60.7,"40,941   ",4.4,"Gross State Product, 2005; Revised Gross State Product, 2002-2004","6/6/2006 8:30","Tuesday","State Personal Income: Fourth Quarter 2005 released March 28th, 2006","3/28/2006 8:30","Tuesday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  DECEMBER 2005","1/24/2006 10:00","Tuesday"
"1714",20000,"Kansas",4,2005,4,108234,92741,15493,93830596,NA,"2,074,556   ","1,462,035   ",70.5,"1,393,070   ",67.2,"68,965   ",4.7,"Gross State Product, 2005; Revised Gross State Product, 2002-2004","6/6/2006 8:30","Tuesday","State Personal Income: Fourth Quarter 2005 released March 28th, 2006","3/28/2006 8:30","Tuesday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  DECEMBER 2005","1/24/2006 10:00","Tuesday"
"1715",32000,"Nevada",8,2005,4,119678,107706,11972,96063148,NA,"1,850,497   ","1,247,874   ",67.4,"1,199,357   ",64.8,"48,517   ",3.9,"Gross State Product, 2005; Revised Gross State Product, 2002-2004","6/6/2006 8:30","Tuesday","State Personal Income: Fourth Quarter 2005 released March 28th, 2006","3/28/2006 8:30","Tuesday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  DECEMBER 2005","1/24/2006 10:00","Tuesday"
